ID_KA;ID_KU;ACRONYM;NAME;DATE;LOCATION;DEADLINE (unused);;CONGRESS_ID;DEADLINE
104;1027;ICMSR--Ei, Scopus 2021;2021 the 7th International Conference on Mechatronics System and Robots (ICMSR 2021)--Ei Compendex, Scopus;Apr 21, 2021 - Apr 23, 2021;Hong Kong;Mar 10, 2021;10/03/2021;985;2021-03-10
104;1027;IEEE ADAITC 2021;2021 IEEE Autonomous Driving AI Test Challenge;Aug 23, 2021 - Aug 26, 2021;Online;Mar 15, 2021;15/03/2021;986;2021-03-15
104;1027;ASOFT 2021;2nd International Conference on Advances in Software Engineering;Sep 18, 2021 - Sep 19, 2021;Copenhagen, Denmark;Feb 20, 2021;20/02/2021;987;2021-02-20
104;1027;IJSEA 2021;International Journal of Software Engineering & Applications -ERA Indexed;N/A;N/A;Feb 20, 2021;20/02/2021;988;2021-02-20
104;1027;VSC @IEEE WETICE 2021;Track on Validating Software for Critical Systems (VSC) @IEEE WETICE 2021;Jun 23, 2021 - Jun 25, 2021;Basque Coast - Bayonne, France;Feb 28, 2021;28/02/2021;989;2021-02-28
104;1027;ICCSS--IEEE, Ei and Scopus 2021;IEEE--2021 4th International Conference on Circuits, Systems and Simulation (ICCSS 2021)--Ei Compendex, Scopus;May 26, 2021 - May 28, 2021;Kuala Lumpur, Malaysia;Mar 20, 2021;20/03/2021;990;2021-03-20
104;1027;ICCSA 2021;The 2nd International Conference on Computer Science's Complex Systems and their Applications;May 25, 2021 - May 26, 2021;Oum El Bouahi - Algeria;Mar 15, 2021;15/03/2021;991;2021-03-15
104;1027;SEMIT 2021;2nd International Conference on Software Engineering and Managing Information Technology;Nov 20, 2021 - Nov 21, 2021;Zurich, Switzerland;Mar 6, 2021;6/03/2021;992;2021-03-06
104;1027;DMDBS 2021;7th International Conference on Data Mining and Database Management Systems;Nov 27, 2021 - Nov 28, 2021;London, United Kingdom;Feb 27, 2021;27/02/2021;993;2021-02-27
104;1028;PACT 2021;The 30th International Conference on Parallel Architectures and Compilation Techniques;Sep 26, 2021 - Sep 29, 2021;Virtual Conference;Apr 19, 2021 (Apr 15, 2021);19/04/2021;994;2021-04-19
104;1028;ICSRS--Scopus & EI Compendex 2021;2021 5th International Conference on System Reliability and Safety (ICSRS 2021)--Scopus & EI Compendex;Nov 24, 2021 - Nov 26, 2021;Palermo, Italy;Jul 5, 2021;5/07/2021;995;2021-07-05
104;1028;ASAP 2021;IEEE International Conference on Application-specific Systems, Architectures and Processors;Jul 7, 2021 - Jul 9, 2021;Virtual;Apr 5, 2021 (Mar 29, 2021);5/04/2021;996;2021-04-05
104;1028;SPAA 2021;33th ACM Symposium on Parallelism in Algorithms and Architectures;Jul 6, 2021 - Jul 8, 2021;Philadelphia, PA, USA;Feb 11, 2021 (Feb 8, 2021);11/02/2021;997;2021-02-11
104;1028;CLUSTER 2021;23rd IEEE Cluster Conference;Sep 7, 2021 - Sep 10, 2021;Portland, Oregon, USA;May 17, 2021 (May 10, 2021);17/05/2021;998;2021-05-17
104;1028;PARMA-DITAM 2021;PARMA-DITAM: 12th Workshop on Parallel Programming and Run-Time Management Techniques for Many-core Architectures & 10th Workshop on Design Tools and Architectures for Multi-Core;Jan 19, 2021 - Jan 19, 2021;Virtual;Nov 13, 2021;13/11/2021;999;2021-11-13
104;1028;SI-RFIC-EWS 2021;Special Issue of Low Power RFIC Architectures for Emerging Wireless Standards, Electronics (MDPI);N/A;N/A;Dec 31, 2021;31/12/2021;1000;2021-12-31
104;1028;DSD 2021;Euromicro Conference on Digital System Design (DSD) 2021;Sep 6, 2021 - Sep 8, 2021;Palermo, Sicily, Italy;Apr 1, 2021;1/04/2021;1001;2021-04-01
104;1028;NetIIoT 2021;State-of-Art of Network Architectures and Protocols for Industrial IoT;N/A;N/A;Sep 20, 2021;20/09/2021;1002;2021-09-20
104;1028;MODELS 2021;ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems;Oct 10, 2021 - Oct 15, 2021;Fukuoka, Japan;May 7, 2021 (Apr 30, 2021);7/05/2021;1003;2021-05-07
104;1028;CODES + ISSS 2021;International Conference on Hardware/Software Codesign and System Synthesis;Oct 10, 2021 - Oct 15, 2021;virtual?;Apr 9, 2021 (Apr 2, 2021);9/04/2021;1004;2021-04-09
104;1028;ICSRS--Scopus & EI 2021;2021 5th International Conference on System Reliability and Safety (ICSRS 2021)--Scopus & EI Compendex;Nov 24, 2021 - Nov 26, 2021;Palermo, Italy;Jul 5, 2021;5/07/2021;1005;2021-07-05
104;1028;Spec.Issue on Social Informatics: Scopus 2021;Journal of Social and Business Informatics - Acta Informatica Pragensia;N/A;N/A;Jul 31, 2021;31/07/2021;1006;2021-07-31
104;1028;VALID 2021;The Thirteenth International Conference on Advances in System Testing and Validation Lifecycle;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;1007;2021-07-05
104;1028;ICNISC 2021;7th Annual International Conference on Network and Information Systems for Computers;Jul 23, 2021 - Jul 25, 2021;Guiyang;Jul 19, 2021;19/07/2021;1008;2021-07-19
104;1028;SIMUL 2021;The Thirteenth International Conference on Advances in System Simulation;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;1009;2021-07-05
104;1028;MDPI - Risk Management - Scopus 2021;Special Issue of Journal Applied System Innovation: Risk Management;N/A;N/A;Jul 31, 2021;31/07/2021;1010;2021-07-31
104;1028;ICTS 2021;The 13th International Conference on Information & Communication Technology and System;Oct 20, 2021 - Oct 21, 2021;Virtual conference;Jul 8, 2021;8/07/2021;1011;2021-07-08
104;1028;BlockArch 2021;Second Workshop on Blockchain-Based Software Architectures (BlockArch 2021);Mar 22, 2021 - Mar 26, 2021;STUTTGART, GERMANY (Remote);Jan 20, 2021;20/01/2021;1012;2021-01-20
104;1028;CIMSS 2021;International Workshop on Critical Infrastructure and Manufacturing System Security;Jun 21, 2021 - Jun 24, 2021;Kamakura, Japan;Mar 20, 2021;20/03/2021;1013;2021-03-20
104;1028;MODELS 2021;ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems;Oct 10, 2021 - Oct 15, 2021;Fukuoka, Japan;May 7, 2021 (Apr 30, 2021);7/05/2021;1014;2021-05-07
104;1028;FDL 2021;24th IEEE Forum on specification & Design Languages;Sep 8, 2021 - Sep 10, 2021;Antibes (France);May 24, 2021 (May 17, 2021);24/05/2021;1015;2021-05-24
104;1028;CASES 2021;International Conference on Compilers, Architectures, and Synthesis for Embedded Systems;Oct 10, 2021 - Oct 15, 2021;Virtual Conference;Apr 9, 2021 (Apr 2, 2021);9/04/2021;1016;2021-04-09
104;1028;PSGEC-IEEE 2021;2021 Power System And Green Energy Conference ( PSGEC 2021);Aug 20, 2021 - Aug 22, 2021;Shanghai, China;Mar 20, 2021;20/03/2021;1017;2021-03-20
104;1028;IJGCA 2021;International Journal of Grid Computing & Applications;N/A;N/A;Feb 20, 2021;20/02/2021;1018;2021-02-20
104;1028;E-Mobility Integration Symposium 2021;5th E-Mobility Power System Integration Symposium;Sep 27, 2021 - Sep 27, 2021;Virtual/Germany;May 1, 2021;1/05/2021;1019;2021-05-01
104;1028;Wind Integration Workshop 2021;20th International Workshop on Large-scale Integration of Wind Power into Power Systems as well as on Transmission Networks for Offshore Wind Power Plants;Sep 29, 2021 - Oct 1, 2021;Virtual/Germany;May 1, 2021;1/05/2021;1020;2021-05-01
104;1028;WoRMS 2021;3rd International Workshop on Reading Music Systems;Jul 23, 2021 - Jul 23, 2021;Alicante, Spain;Apr 23, 2021;23/04/2021;1021;2021-04-23
104;1028;ICMSC--Springer, Scopus 2021;Springer--2021 The 5th International Conference on Mechanical, System and Control Engineering (ICMSC 2021)--IOP, Scopus;May 28, 2021 - May 30, 2021;Kazan, Russian Federation;Mar 20, 2021;20/03/2021;1022;2021-03-20
104;1028;VRIS--SCOPUS, Ei 2021;2021 3rd International Conference on Virtual Reality and Intelligent System (VRIS 2021)--Ei Compendex, Scopus;Aug 18, 2021 - Aug 20, 2021;Kunming, China;Mar 25, 2021;25/03/2021;1023;2021-03-25
104;1028;IEEE-PSGEC 2021;2021 Power System And Green Energy Conference ( PSGEC 2021);Aug 20, 2021 - Aug 22, 2021;Shanghai, China;Mar 20, 2021;20/03/2021;1024;2021-03-20
104;1028;AIP Journal - Indexed in Scopus 2021;Journal of Social and Business Informatics - Acta Informatica Pragensia;N/A;N/A;Mar 31, 2021;31/03/2021;1025;2021-03-31
104;1028;CogArch 2021;Fifth Workshop on Cognitive Architectures;Feb 28, 2021 - Feb 28, 2021;Virtual;Jan 22, 2021;22/01/2021;1026;2021-01-22
104;1028;ICSTCC 2021;25th International Conference on System Theory, Control and Computing;Oct 20, 2021 - Oct 23, 2021;Iasi, Romania;Apr 30, 2021;30/04/2021;1027;2021-04-30
104;1028;IEEE--ICCSS--Ei Compendex, Scopus 2021;IEEE--2021 4th International Conference on Circuits, Systems and Simulation (ICCSS 2021)--Ei Compendex, Scopus;May 26, 2021 - May 28, 2021;Kuala Lumpur, Malaysia;Mar 20, 2021;20/03/2021;1028;2021-03-20
104;1028;SCOPUS-SAASE 2021;5th International Symposium on Aviation and Aerospace System Engineering (SAASE 2021);May 14, 2021 - May 16, 2021;Beijing, China;Mar 10, 2021;10/03/2021;1029;2021-03-10
104;1028;VRIS--SCOPUS, Ei Compendex 2021;2021 3rd International Conference on Virtual Reality and Intelligent System (VRIS 2021)--Ei Compendex, Scopus;Aug 18, 2021 - Aug 20, 2021;Kunming, China;Mar 25, 2021;25/03/2021;1030;2021-03-25
104;1028;ICMSR--Ei Compendex, Scopus 2021;2021 the 7th International Conference on Mechatronics System and Robots (ICMSR 2021)--Ei Compendex, Scopus;Apr 21, 2021 - Apr 23, 2021;Hong Kong;Mar 10, 2021;10/03/2021;1031;2021-03-10
104;1028;ICMSR--Ei, Scopus 2021;2021 the 7th International Conference on Mechatronics System and Robots (ICMSR 2021)--Ei Compendex, Scopus;Apr 21, 2021 - Apr 23, 2021;Hong Kong;Mar 10, 2021;10/03/2021;1032;2021-03-10
104;1028;SAMOS XXI 2021;21st International Conference on embedded computer Systems: Architectures, MOdeling and Simulation;Jul 4, 2021 - Jul 8, 2021;SAMOS, Greece;Mar 5, 2021;5/03/2021;1033;2021-03-05
104;1028;ICCSS--IEEE, Ei and Scopus 2021;IEEE--2021 4th International Conference on Circuits, Systems and Simulation (ICCSS 2021)--Ei Compendex, Scopus;May 26, 2021 - May 28, 2021;Kuala Lumpur, Malaysia;Mar 20, 2021;20/03/2021;1034;2021-03-20
104;1028;ICCSA 2021;The 2nd International Conference on Computer Science's Complex Systems and their Applications;May 25, 2021 - May 26, 2021;Oum El Bouahi - Algeria;Mar 15, 2021;15/03/2021;1035;2021-03-15
104;1028;IJGTT 2021;International Journal of Game Theory and Technology;N/A;N/A;Feb 20, 2021;20/02/2021;1036;2021-02-20
104;1028;AROSA@WETICE 2021;AROSA@WETICE 2021 : Adaptive and Reconfigurable Systems and Architectures;Jun 23, 2021 - Jun 25, 2021;Basque Coast - Bayonne, France;Feb 28, 2021;28/02/2021;1037;2021-02-28
104;1028;FlexNGIA 2021;1st IFIP/IEEE International workshop on Fully-Flexible Internet Architectures and Protocols for the Next-Generation Internet;May 17, 2021 - May 21, 2021;Bordeaux, France;Jan 29, 2021;29/01/2021;1038;2021-01-29
104;1028;GSAW CFP 2021;2021 Ground System Architectures Workshop Call for Participation;Mar 1, 2021 - Mar 5, 2021;Los Angeles, CA USA;Oct 22, 2020;22/10/2020;1039;2020-10-22
104;1028;HPC Asia 2021;International Conference on High Performance Computing in Asia-Pacific Region;Jan 20, 2021 - Jan 22, 2021;Jeju, S. Korea;Aug 28, 2020 (Aug 21, 2020);28/08/2020;1040;2020-08-28
104;1028;IEICE_ED_SI 2021;Special Section on the Architectures, Protocols, and Applications for the Future Internet;N/A;N/A;Aug 21, 2020;21/08/2020;1041;2020-08-21
104;1028;HiPEAC 2021;16th International Conference on High-Performance Embedded Architectures and Compilers;Jan 18, 2021 - Jan 20, 2021;Virtual;TBD;NULL;1042;NULL
105;1029;OID 2021;Open Identity Summit 2021;Jun 1, 2021 - Jun 2, 2021;Copenhagen, Denmark;Mar 1, 2021;1/03/2021;1043;2021-03-01
105;1029;17th ICTEL Rome 2021;17th ICTEL 2021 – International Conference on Teaching, Education & Learning, 06-07 September, Rome;Sep 6, 2021 - Sep 7, 2021;University of Washington – Rome Center (;Sep 6, 2021 (Sep 5, 2021);6/09/2021;1044;2021-09-06
105;1029;TERA - Eurasia Research 2021;19th ICTEL 2021 – International Conference on Teaching, Education & Learning, 11-12 October, Lisbon;Oct 11, 2021 - Oct 12, 2021;Universidade Autónoma de Lisboa (UAL), L;Oct 10, 2021;10/10/2021;1045;2021-10-10
105;1029;20th ICTEL October, Dubai 2021;20th ICTEL 2021 – International Conference on Teaching, Education & Learning, 23-24 October, Dubai;Oct 23, 2021 - Oct 24, 2021;Flora Creek, Deira, Dubai, UAE;Oct 22, 2021;22/10/2021;1046;2021-10-22
105;1029;TERA - Eurasia Research 2021;15th ICTEL 2021 – International Conference on Teaching, Education & Learning, 06-07 September, London;Sep 6, 2021 - Sep 5, 2021;The Tomlinson Centre, Queensbridge Road,;Sep 4, 2021;4/09/2021;1047;2021-09-04
105;1029;13th ICTEL August, Amsterdam 2021;13th ICTEL 2021 – International Conference on Teaching, Education & Learning, 02-03 August, Amsterdam;Aug 2, 2021 - Aug 3, 2021;NH Hotel Amsterdam-Zuid, Van Leijenbergh;Aug 1, 2021;1/08/2021;1048;2021-08-01
105;1029;PARMA-DITAM 2021;PARMA-DITAM: 12th Workshop on Parallel Programming and Run-Time Management Techniques for Many-core Architectures & 10th Workshop on Design Tools and Architectures for Multi-Core;Jan 19, 2021 - Jan 19, 2021;Virtual;Nov 13, 2021;13/11/2021;1049;2021-11-13
105;1029;16th ICTEL Sept, Athens 2021;16th ICTEL 2021 – International Conference on Teaching, Education & Learning, 14-15 September, Athens;Sep 14, 2021 - Sep 15, 2021;Novotel Athenes, Michail Voda 4, Athens,;Sep 13, 2021;13/09/2021;1050;2021-09-13
105;1029;KMIS 2021;13th International Conference on Knowledge Management and Information Systems;Oct 25, 2021 - Oct 27, 2021;Valletta, Malta;May 18, 2021;18/05/2021;1051;2021-05-18
105;1029;ICPM 2021;3rd International Conference on Process Mining;Oct 31, 2021 - Nov 4, 2021;Eindhoven;Jul 1, 2021 (Jun 15, 2021);1/07/2021;1052;2021-07-01
105;1029;IC3K 2021;13th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management;Oct 25, 2021 - Oct 27, 2021;Valletta, Malta;May 18, 2021;18/05/2021;1053;2021-05-18
105;1029;Scopus-ICDPR 2022;The 6th International Conference on Data Processing and Robotics (ICDPR 2022);Jan 6, 2022 - Jan 8, 2022;Hokkaido, Japan;Jul 5, 2021;5/07/2021;1054;2021-07-05
105;1029;MDPI - Risk Management - Scopus 2021;Special Issue of Journal Applied System Innovation: Risk Management;N/A;N/A;Jul 31, 2021;31/07/2021;1055;2021-07-31
105;1029;ICT-DM 2021;The 7th International Conference on Information and Communication Technologies for Disaster Management;Dec 3, 2021 - Dec 5, 2021;Hangzhou, China;Jun 20, 2021 (Jun 15, 2021);20/06/2021;1056;2021-06-20
105;1029;BDSIC--EI, Scopus 2021;2021 3rd International Conference on Big-data Service and Intelligent Computation (BDSIC 2021)--Ei Compendex, Scopus;Nov 19, 2021 - Nov 21, 2021;HuaQiao University, Xiamen?China;Jul 5, 2021;5/07/2021;1057;2021-07-05
105;1029;Scopus-WSM 2021;The 3rd International Conference on Water Security and Management ( WSM 2021);Dec 9, 2021 - Dec 11, 2021;Tokyo, Japan;Jun 10, 2021;10/06/2021;1058;2021-06-10
105;1029;MEDES 2021;The 13th International ACM Conference on Management of Digital EcoSystems;Nov 1, 2021 - Nov 3, 2021;Hammamet - Tunisia;May 24, 2021;24/05/2021;1059;2021-05-24
105;1029;SKM 2021;International Conference on Secure Knowledge Management;Oct 8, 2021 - Oct 9, 2021;San Antonio;Jun 21, 2021;21/06/2021;1060;2021-06-21
105;1029;WSM-Scopus 2021;The 3rd International Conference on Water Security and Management ( WSM 2021);Dec 9, 2021 - Dec 11, 2021;Tokyo, Japan;Jun 10, 2021;10/06/2021;1061;2021-06-10
105;1029;EAI BODYNETS 2021;16th EAI International Conference on Body Area Networks: Smart IoT and big data for intelligent health management (Springer, Scopus, ISI, Ei, more);Oct 25, 2021 - Oct 26, 2021;Glasgow, Great Britain;May 13, 2021;13/05/2021;1062;2021-05-13
105;1029;CHIRA 2021;5th International Conference on Computer-Human Interaction Research and Applications;Oct 28, 2021 - Oct 29, 2021;Valletta, Malta;May 18, 2021;18/05/2021;1063;2021-05-18
105;1029;ICENT--EI, Scopus 2021;2021 3rd International Conference on Emerging Networks Technologies (ICENT 2021)--Ei Compendex, Scopus;Sep 22, 2021 - Sep 24, 2021;Okinawa, Japan;May 10, 2021;10/05/2021;1064;2021-05-10
105;1029;ICENT--EI Compendex, Scopus 2021;2021 3rd International Conference on Emerging Networks Technologies (ICENT 2021)--Ei Compendex, Scopus;Sep 22, 2021 - Sep 24, 2021;Okinawa, Japan;May 10, 2021;10/05/2021;1065;2021-05-10
105;1029;Matthew Arnold 2021;Culture and Anarchy. Reading Matthew Arnold Today 2;Apr 12, 2021 - Apr 13, 2021;Porto;Mar 5, 2021 (Mar 31, 2021);5/03/2021;1066;2021-03-05
105;1029;BSHDS 2021;4th International Conference on Business Sustainability, Human Resource Development and Social Responsibility;Jun 19, 2021 - Jun 20, 2021;Hotel Mystays Ochanomizu Conf Center;Jun 9, 2021;9/06/2021;1067;2021-06-09
105;1029;ICCPM 2021;2021 12th International Conference on Construction and Project Management (ICCPM 2021);Sep 27, 2021 - Sep 29, 2021;Macau, China;May 10, 2021;10/05/2021;1068;2021-05-10
105;1029;IEEE ICICSP--EI, Scopus 2021;2021 4th IEEE International Conference on Information Communication and Signal Processing (ICICSP 2021)--Ei Compendex, Scopus;Sep 24, 2021 - Sep 26, 2021;Shanghai, China;May 10, 2021;10/05/2021;1069;2021-05-10
105;1029;KEAS 2021;4th International Conference on Knowledge Economy, Artificial Intelligence & Social Sciences;May 22, 2021 - May 23, 2021;Hotel Mystays Ochanomizu Conf Center;May 12, 2021;12/05/2021;1070;2021-05-12
105;1029;SPBP 2021;The Fourth Workshop on Security and Privacy-enhanced Business Process Management;Sep 6, 2021 - Sep 6, 2021;Rome, Italy;May 24, 2021;24/05/2021;1071;2021-05-24
105;1029;CCIOT--ACM, EI Compendex, Scopus 2021;ACM--2021 6th International Conference on Cloud Computing and Internet of Things (CCIOT 2021)--Ei Compendex, Scopus;Sep 22, 2021 - Sep 24, 2021;Okinawa, Japan;May 10, 2021;10/05/2021;1072;2021-05-10
105;1029;MEDES 2021;The 13th International Conference on Management of Digital EcoSystems;Nov 1, 2021 - Nov 3, 2021;Hammamet - Tunisia;May 24, 2021;24/05/2021;1073;2021-05-24
105;1029;BPMS2 2021;14th Workshop on Social and Human Aspects of Business Process Management;Sep 6, 2021 - Sep 6, 2021;Rome, Italy;May 24, 2021;24/05/2021;1074;2021-05-24
105;1029;DREAMS-ONLINE 2021;4th DREAMS, PHANTASMS AND MEMORIES - International Interdisciplinary Conference ONLINE;Sep 28, 2020 - Sep 29, 2020;ONLINE;Sep 12, 2020;12/09/2020;1075;2020-09-12
105;1030;EI-CFAIS 2021;2021 International Conference on Frontiers of Artificial Intelligence and Statistics (CFAIS 2021);Dec 1, 2021 - Dec 3, 2021;Beijing, China;Oct 30, 2021;30/10/2021;1076;2021-10-30
105;1030;4th Rome ICSSH 2021;4th Rome – International Conference on Social Science & Humanities (ICSSH), 07-08 September 2021;Sep 7, 2021 - Sep 8, 2021;University of Washington – Rome Center (;Sep 5, 2021;5/09/2021;1077;2021-09-05
105;1030;6th London ICSSH September 2021;6th London – International Conference on Social Science & Humanities (ICSSH), 07-08 September 2021;Sep 7, 2021 - Sep 8, 2021;The Tomlinson Centre, Queensbridge Road,;Sep 6, 2021;6/09/2021;1078;2021-09-06
105;1030;2nd Amsterdam, ICSSH August 2021;2nd Amsterdam – International Conference on Social Science & Humanities (ICSSH), 03-04 August 2021;Aug 3, 2021 - Aug 4, 2021;NH Hotel Amsterdam-Zuid, Van Leijenbergh;Aug 2, 2021;2/08/2021;1079;2021-08-02
105;1030;SSHRA - Eurasia Research 2021;3rd Paris – International Conference on Social Science & Humanities (ICSSH), 26-27 November 2021;Nov 26, 2021 - Nov 27, 2021;FormaSquare-Docks de Paris, Paris, Franc;Nov 24, 2021;24/11/2021;1080;2021-11-24
105;1030;AIKE 2021;IEEE Artificial Intelligence & Knowledge Engineering 2021;Dec 1, 2021 - Dec 3, 2021;Laguna Hills, CA;Sep 15, 2021;15/09/2021;1081;2021-09-15
105;1030;ICRE--EI Compendex, Scopus 2021;2021 5th International Conference on Reliability Engineering (ICRE 2021)--EI Compendex, Scopus;Nov 24, 2021 - Nov 26, 2021;Palermo, Italy;Jul 5, 2021;5/07/2021;1082;2021-07-05
105;1030;SSHRA - Eurasia Research 2021;3rd Lisbon – International Conference on Social Science & Humanities (ICSSH), 12-13 October 2021;Oct 12, 2021 - Oct 13, 2021;Universidade Autónoma de Lisboa (UAL), L;Oct 11, 2021;11/10/2021;1083;2021-10-11
105;1030;3rd Athens ICSSH Sept 2021;3rd Athens – International Conference on Social Science & Humanities (ICSSH), 15-16 September 2021;Sep 15, 2021 - Sep 16, 2021;Novotel Athenes, Michail Voda 4, Athens,;Sep 14, 2021;14/09/2021;1084;2021-09-14
105;1030;ICSRS--Scopus & EI Compendex 2021;2021 5th International Conference on System Reliability and Safety (ICSRS 2021)--Scopus & EI Compendex;Nov 24, 2021 - Nov 26, 2021;Palermo, Italy;Jul 5, 2021;5/07/2021;1085;2021-07-05
105;1030;SSHRA - Eurasia Research 2021;8th Dubai – International Conference on Social Science & Humanities (ICSSH), 24-25 October 2021;Oct 24, 2021 - Oct 25, 2021;Flora Creek, Deira, Dubai, UAE;Oct 23, 2021;23/10/2021;1086;2021-10-23
105;1030;ICPE 2021;International Conference on Performance Engineering;Apr 19, 2021 - Apr 23, 2021;Rennes, France;Oct 23, 2021 (Oct 16, 2021);23/10/2021;1087;2021-10-23
105;1030;Spec.Issue on Social Informatics: Scopus 2021;Journal of Social and Business Informatics - Acta Informatica Pragensia;N/A;N/A;Jul 31, 2021;31/07/2021;1088;2021-07-31
105;1030;ICCAEE 2021;2021 4th International Conference on Civil, Architectural and Environmental Engineering(ICCAEE 2021);Dec 10, 2021 - Dec 12, 2021;Shanghai, China;Oct 31, 2021;31/10/2021;1089;2021-10-31
105;1030;EI-WBDC 2021;2021 3rd International Workshop on Big Data and Computing(WBDC 2021);Dec 3, 2021 - Dec 5, 2021;Beijing, China;Oct 31, 2021;31/10/2021;1090;2021-10-31
105;1030;SA-TTA 2021;The 9th track on Software Architecture: Theory, Technology, and Applications (SA-TTA) at the 36th ACM/SIGAPP Symposium On Applied Computing (SAC 2021);Mar 22, 2021 - Mar 26, 2021;Gwangju, Korea;Oct 28, 2021;28/10/2021;1091;2021-10-28
105;1030;SOFSEM 2021;47th International Conference on Current Trends in Theory and Practice of Computer Science;Jan 25, 2021 - Jan 28, 2021;Bozen-Bolzano, Italy;Aug 3, 2021 (Jul 27, 2021);3/08/2021;1092;2021-08-03
105;1030;Frontiers - Human-Media Interaction 2021;Frontiers Research Topic on Computational Commensality;N/A;N/A;Nov 30, 2021 (Mar 31, 2021);30/11/2021;1093;2021-11-30
105;1030;ISOPE 2021;31st International Ocean and Polar Engineering Conference;Jun 20, 2021 - Jun 25, 2021;Rhodes, Greece;Nov 20, 2021;20/11/2021;1094;2021-11-20
105;1030;FCSIT 2021;2021 3rd Euro-Asia Conference on Frontiers of Computer Science and Information Technology (FCSIT 2021);Dec 3, 2021 - Dec 5, 2021;Beijing, China;Oct 31, 2021;31/10/2021;1095;2021-10-31
105;1030;4th ICSTR Rome 2021;4th ICSTR Rome – International Conference on Science & Technology Research, 09-10 September 2021;Sep 9, 2021 - Sep 10, 2021;University of Washington – Rome Center (;Sep 8, 2021;8/09/2021;1096;2021-09-08
105;1030;AICCC--EI, Scopus 2021;2021 4th Artificial Intelligence and Cloud Computing Conference (AICCC 2021)--EI Compendex, Scopus;Dec 17, 2021 - Dec 19, 2021;Kyoto, Japan;Aug 5, 2021;5/08/2021;1097;2021-08-05
105;1030;NAOME 2021;2021 5th International Conference on Naval Architecture and Ocean&Marine Engineering(NAOME 2021);Dec 10, 2021 - Dec 12, 2021;Shanghai, China;Oct 31, 2021;31/10/2021;1098;2021-10-31
105;1030;ICSTTE 2021;2021 5th International Conference on SmartRail, Traffic and Transportation Engineering (ICSTTE 2021);Sep 17, 2021 - Sep 19, 2021;Frankfurt, Germany;Jul 31, 2021;31/07/2021;1099;2021-07-31
105;1030;ACE 2021;The 13th Asian Conference on Education (ACE2021);Nov 25, 2021 - Nov 28, 2021;Tokyo, Japan;Jul 1, 2021;1/07/2021;1100;2021-07-01
105;1030;IOP--PEIE--EI Compendex, Scopus 2021;IOP--2021 Internatonal Conference on Power, Energy and Industrial Engineering (PEIE 2021)--EI Compendex, Scopus;Nov 26, 2021 - Nov 28, 2021;Shenzhen, China;Jul 20, 2021;20/07/2021;1101;2021-07-20
105;1030;PEIE--IOP, EI, Scopus 2021;IOP--2021 Internatonal Conference on Power, Energy and Industrial Engineering (PEIE 2021)--EI Compendex, Scopus;Nov 26, 2021 - Nov 28, 2021;Shenzhen, China;Jul 20, 2021;20/07/2021;1102;2021-07-20
105;1030;CEVVE 2021;2021 International Conference on Electric Vehicle and Vehicle Engineering (CEVVE 2021);Sep 17, 2021 - Sep 19, 2021;Frankfurt, Germany;Jul 31, 2021;31/07/2021;1103;2021-07-31
105;1030;V MHGC Conference 2021;V International Conference Mental Health: global challenges of XXI century;Oct 21, 2021 - Oct 23, 2021;Agrigiento, Italy;Sep 15, 2021;15/09/2021;1104;2021-09-15
105;1030;ICPEE--Ei and Scopus 2021;2021 5th International Conference on Power and Energy Engineering (ICPEE 2021)--Ei Compendex, Scopus;Dec 2, 2021 - Dec 4, 2021;Xiamen, China;Aug 15, 2021;15/08/2021;1105;2021-08-15
105;1030;EI-MEAMT 2021;2021 5th International Conference on Material Engineering and Advanced Manufacturing Technology (MEAMT 2021);Oct 15, 2021 - Oct 17, 2021;Singapore;Aug 30, 2021;30/08/2021;1106;2021-08-30
105;1030;MEAMT 2021;2021 5th International Conference on Material Engineering and Advanced Manufacturing Technology (MEAMT 2021);Oct 15, 2021 - Oct 17, 2021;Singapore;Aug 30, 2021;30/08/2021;1107;2021-08-30
105;1030;ICMEIM 2021;2021 International Conference on Mechanical Engineering and Intelligent Manufacturing (ICMEIM 2021);Oct 27, 2021 - Oct 29, 2021;Sapporo, Japan;Aug 5, 2021 (Aug 30, 2021);5/08/2021;1108;2021-08-05
105;1030;CCISP-Scopus 2021;The 6th International Conference on Communication, Image and Signal Processing;Nov 19, 2021 - Nov 21, 2021;Chengdu, China;Jul 20, 2021;20/07/2021;1109;2021-07-20
105;1030;EJSD Journal 2021;European Journal of Sustainable Development;N/A;N/A;Jun 15, 2021;15/06/2021;1110;2021-06-15
105;1030;AI for People 2021;Special Issue on AI for People - AI & SOCIETY (Springer);N/A;N/A;Apr 30, 2021 (Mar 15, 2021);30/04/2021;1111;2021-04-30
105;1030;eTELEMED 2021;The Thirteenth International Conference on eHealth, Telemedicine, and Social Medicine;Jul 18, 2021 - Jul 22, 2021;Nice, France;Apr 19, 2021;19/04/2021;1112;2021-04-19
