KSAT_ID;KSAT_Type;KSAT_Description
50056;Knowledge;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
50057;Knowledge;Knowledge of network hardware devices and functions.
50058;Knowledge;Knowledge of network traffic analysis methods.
50059;Knowledge;Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
50060;Knowledge;Knowledge of operating systems.
50061;Knowledge;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
50062;Knowledge;Knowledge of packet-level analysis.
50063;Knowledge;Knowledge of parallel and distributed computing concepts.
50064;Knowledge;Knowledge of performance tuning tools and techniques.
50065;Knowledge;Knowledge of policy-based and risk adaptive access controls.
50066;Knowledge;Knowledge of Privacy Impact Assessments.
50067;Knowledge;Knowledge of process engineering concepts.
50068;Knowledge;Knowledge of programming language structures and logic.
50069;Knowledge;Knowledge of query languages such as SQL (structured query language).
50070;Knowledge;Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code).
50071;Knowledge;Knowledge of remote access technology concepts.
50072;Knowledge;Knowledge of resource management principles and techniques.
50073;Knowledge;Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
50074;Knowledge;Knowledge of key concepts in security management (e.g., Release Management, Patch Management).
50075;Knowledge;Knowledge of security system design tools, methods, and techniques.
50076;Knowledge;Knowledge of server administration and systems engineering theories, concepts, and methods.
50077;Knowledge;Knowledge of server and client operating systems.
50078;Knowledge;Knowledge of server diagnostic tools and fault identification techniques.
50079;Knowledge;Knowledge of software debugging principles.
50080;Knowledge;Knowledge of software design tools, methods, and techniques.
50081;Knowledge;Knowledge of software development models (e.g., Waterfall Model, Spiral Model).
50082;Knowledge;Knowledge of software engineering.
50083;Knowledge;Knowledge of sources, characteristics, and uses of the organization’s data assets.
50084;Knowledge;Knowledge of structured analysis principles and methods.
50085;Knowledge;WITHDRAWN: Knowledge of system and application security threats and vulnerabilities. (See K0070)
50086;Knowledge;Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
50087;Knowledge;Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
50088;Knowledge;Knowledge of systems administration concepts.
50089;Knowledge;Knowledge of systems diagnostic tools and fault identification techniques.
50090;Knowledge;Knowledge of system life cycle management principles, including software security and usability.
50091;Knowledge;Knowledge of systems testing and evaluation methods.
50092;Knowledge;Knowledge of technology integration processes.
50093;Knowledge;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
50094;Knowledge;Knowledge of the capabilities and functionality associated with content creation technologies (e.g., wikis, social networking, content management systems, blogs).
50095;Knowledge;Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).
50096;Knowledge;Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).
50097;Knowledge;Knowledge of the characteristics of physical and virtual data storage media.
50098;Knowledge;Knowledge of the cyber defense Service Provider reporting structure and processes within one’s own organization.
50099;Knowledge;WITHDRAWN: Knowledge of the common networking protocols (e.g., TCP/IP), services (e.g., web, mail, Domain Name Server), and how they interact to provide network communications.
50100;Knowledge;Knowledge of the enterprise information technology (IT) architecture.
50101;Knowledge;Knowledge of the organization’s enterprise information technology (IT) goals and objectives.
50102;Knowledge;Knowledge of the systems engineering process.
50103;Knowledge;Knowledge of the type and frequency of routine hardware maintenance.
50104;Knowledge;Knowledge of Virtual Private Network (VPN) security.
50105;Knowledge;Knowledge of web services (e.g., service-oriented architecture, Simple Object Access Protocol, and web service description language).
50106;Knowledge;Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
50107;Knowledge;Knowledge of Insider Threat investigations, reporting, investigative tools and laws/regulations.
50108;Knowledge;Knowledge of concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless).
50109;Knowledge;Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage).
50110;Knowledge;Knowledge of adversarial tactics, techniques, and procedures.
50111;Knowledge;Knowledge of network tools (e.g., ping, traceroute, nslookup) 
50112;Knowledge;Knowledge of defense-in-depth principles and network security architecture.
50113;Knowledge;Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN).
50114;Knowledge;Knowledge of electronic devices (e.g., computer systems/components, access control devices, digital cameras, digital scanners, electronic organizers, hard drives, memory cards, modems, network components, networked appliances, networked home control devices, printers, removable storage devices, telephones, copiers, facsimile machines, etc.).
50115;Knowledge;Knowledge that technology that can be exploited.
50116;Knowledge;Knowledge of file extensions (e.g., .dll, .bat, .zip, .pcap, .gzip).
50117;Knowledge;Knowledge of file system implementations (e.g., New Technology File System [NTFS], File Allocation Table [FAT], File Extension [EXT]).
50118;Knowledge;Knowledge of processes for seizing and preserving digital evidence.
50119;Knowledge;Knowledge of hacking methodologies.
50120;Knowledge;Knowledge of how information needs and collection requirements are translated, tracked, and prioritized across the extended enterprise.
50121;Knowledge;Knowledge of information security program management and project management principles and techniques.
50122;Knowledge;Knowledge of investigative implications of hardware, Operating Systems, and network technologies.
50123;Knowledge;Knowledge of legal governance related to admissibility (e.g. Rules of Evidence). 
50124;Knowledge;Knowledge of multiple cognitive domains and tools and methods applicable for learning in each domain.
50125;Knowledge;Knowledge of processes for collecting, packaging, transporting, and storing electronic evidence while maintaining chain of custody.
50126;Knowledge;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
50127;Knowledge;Knowledge of the nature and function of the relevant information structure (e.g., National Information Infrastructure).
50128;Knowledge;Knowledge of types and collection of persistent data.
50129;Knowledge;Knowledge of command-line tools (e.g., mkdir, mv, ls, passwd, grep).
50130;Knowledge;Knowledge of virtualization technologies and virtual machine development and maintenance.
50131;Knowledge;Knowledge of web mail collection, searching/analyzing techniques, tools, and cookies.
50132;Knowledge;Knowledge of which system files (e.g., log files, registry files, configuration files) contain relevant information and where to find those system files.
50133;Knowledge;Knowledge of types of digital forensics data and how to recognize them.
50134;Knowledge;Knowledge of deployable forensics.
50135;Knowledge;Knowledge of web filtering technologies.
50136;Knowledge;Knowledge of the capabilities of different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).
50137;Knowledge;Knowledge of the range of existing networks (e.g., PBX, LANs, WANs, WIFI, SCADA).
50138;Knowledge;Knowledge of Wi-Fi.
50139;Knowledge;Knowledge of interpreted and compiled computer languages.
50140;Knowledge;Knowledge of secure coding techniques.
50141;Knowledge;WITHDRAWN: Integrated into K0420
50142;Knowledge;Knowledge of collection management processes, capabilities, and limitations.
50143;Knowledge;Knowledge of front-end collection systems, including traffic collection, filtering, and selection.
50144;Knowledge;Knowledge of social dynamics of computer attackers in a global context.
50145;Knowledge;Knowledge of security event correlation tools.
50146;Knowledge;Knowledge of the organization's core business/mission processes.
50147;Knowledge;Knowledge of emerging security issues, risks, and vulnerabilities.
50148;Knowledge;Knowledge of import/export control regulations and responsible agencies for the purposes of reducing supply chain risk.
50149;Knowledge;Knowledge of organization's risk tolerance and/or risk management approach.
50150;Knowledge;Knowledge of enterprise incident response program, roles, and responsibilities.
50151;Knowledge;Knowledge of current and emerging threats/threat vectors.
50152;Knowledge;Knowledge of software related information technology (IT) security principles and methods (e.g., modularization, layering, abstraction, data hiding, simplicity/minimization).
50153;Knowledge;Knowledge of software quality assurance process.
50154;Knowledge;Knowledge of supply chain risk management standards, processes, and practices.
50155;Knowledge;Knowledge of electronic evidence law.
50156;Knowledge;Knowledge of legal rules of evidence and court procedure.
50157;Knowledge;Knowledge of cyber defense and information security policies, procedures, and regulations.
50158;Knowledge;Knowledge of organizational information technology (IT) user security policies (e.g., account creation, password rules, access control).
50159;Knowledge;Knowledge of Voice over IP (VoIP).
50160;Knowledge;Knowledge of the common attack vectors on the network layer.
50161;Knowledge;Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks).
50162;Knowledge;Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored).
50163;Knowledge;Knowledge of critical information technology (IT) procurement requirements.
50164;Knowledge;Knowledge of functionality, quality, and security requirements and how these will apply to specific items of supply (i.e., elements and processes).
50165;Knowledge;Knowledge of risk/threat assessment.
50166;Knowledge;WITHDRAWN: Knowledge of the nature and function of the relevant information structure. (See K0127)
50167;Knowledge;Knowledge of system administration, network, and operating system hardening techniques.
50168;Knowledge;Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures.
50169;Knowledge;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
50170;Knowledge;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
50171;Knowledge;Knowledge of hardware reverse engineering techniques.
50172;Knowledge;Knowledge of middleware (e.g., enterprise service bus and message queuing).
50173;Knowledge;WITHDRAWN: Integrated into K0499 (prior to draft SP 800-181)
50174;Knowledge;Knowledge of networking protocols.
50175;Knowledge;Knowledge of software reverse engineering techniques.
50176;Knowledge;Knowledge of Extensible Markup Language (XML) schemas.
50177;Knowledge;Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks).
50178;Knowledge;Knowledge of secure software deployment methodologies, tools, and practices.
50179;Knowledge;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
50180;Knowledge;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
50181;Knowledge;WITHDRAWN: Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification [RFID], Infrared Networking [IR], Wireless Fidelity [Wi-Fi]. paging, cellular, satellite dishes), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. (See K0274)
50182;Knowledge;Knowledge of data carving tools and techniques (e.g., Foremost).
50183;Knowledge;Knowledge of reverse engineering concepts.
50184;Knowledge;Knowledge of anti-forensics tactics, techniques, and procedures.
50185;Knowledge;Knowledge of forensics lab design configuration and support applications (e.g., VMWare, Wireshark).
50186;Knowledge;Knowledge of debugging procedures and tools.
50187;Knowledge;Knowledge of file type abuse by adversaries for anomalous behavior.
50188;Knowledge;Knowledge of malware analysis tools (e.g., Oily Debug, Ida Pro).
50189;Knowledge;Knowledge of malware with virtual machine detection (e.g. virtual aware malware, debugger aware malware, and unpacked malware that looks for VM-related strings in your computer’s display device).
50190;Knowledge;Knowledge of encryption methodologies.
50191;Knowledge;Knowledge of signature implementation impact for viruses, malware, and attacks.
50192;Knowledge;Knowledge of Windows/Unix ports and services.
50193;Knowledge;Knowledge of advanced data remediation security features in databases.
50194;Knowledge;Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. 
50195;Knowledge;Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.
50196;Knowledge;Knowledge of Import/Export Regulations related to cryptography and other security technologies.
50197;Knowledge;Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]).
50198;Knowledge;Knowledge of organizational process improvement concepts and process maturity models (e.g., Capability Maturity Model Integration (CMMI) for Development, CMMI for Services, and CMMI for Acquisitions).
50199;Knowledge;Knowledge of security architecture concepts and enterprise architecture reference models (e.g., Zachman, Federal Enterprise Architecture [FEA]).
50200;Knowledge;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
50201;Knowledge;Knowledge of symmetric key rotation techniques and concepts.
50202;Knowledge;Knowledge of the application firewall concepts and functions (e.g., Single point of authentication/audit/policy enforcement, message scanning for malicious content, data anonymization for PCI and PII compliance, data loss protection scanning, accelerated cryptographic operations, SSL security, REST/JSON processing).
50203;Knowledge;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
50204;Knowledge;Knowledge of learning assessment techniques (rubrics, evaluation plans, tests, quizzes).
50205;Knowledge;Knowledge of basic system, network, and OS hardening techniques.
50206;Knowledge;Knowledge of ethical hacking principles and techniques.
50207;Knowledge;Knowledge of circuit analysis.
50208;Knowledge;Knowledge of computer based training and e-learning services. 
50209;Knowledge;Knowledge of covert communication techniques.
50210;Knowledge;Knowledge of data backup and restoration concepts.
50211;Knowledge;Knowledge of confidentiality, integrity, and availability requirements.
50212;Knowledge;Knowledge of cybersecurity-enabled software products.
50213;Knowledge;Knowledge of instructional design and evaluation models (e.g., ADDIE, Smith/Ragan model, Gagne’s Events of Instruction, Kirkpatrick’s model of evaluation).
50214;Knowledge;Knowledge of the Risk Management Framework Assessment Methodology. 
50215;Knowledge;Knowledge of organizational training policies.
50216;Knowledge;Knowledge of learning levels (i.e., Bloom’s Taxonomy of learning).
50217;Knowledge;Knowledge of Learning Management Systems and their use in managing learning.
50218;Knowledge;Knowledge of learning styles (e.g., assimilator, auditory, kinesthetic).
50219;Knowledge;WITHDRAWN: Knowledge of local area network (LAN) and wide area network (WAN) principles. (See K0050)
50220;Knowledge;Knowledge of modes of learning (e.g., rote learning, observation).
50221;Knowledge;Knowledge of OSI model and underlying network protocols (e.g., TCP/IP).
50222;Knowledge;Knowledge of relevant laws, legal authorities, restrictions, and regulations pertaining to cyber defense activities.
50223;Knowledge;WITHDRAWN: Integrated into K0073
50224;Knowledge;Knowledge of system administration concepts for operating systems such as but not limited to Unix/Linux, IOS, Android, and Windows operating systems.
50225;Knowledge;WITHDRAWN: Knowledge of the common networking protocol and services deployed at CC/S/A. (See K0565)
50226;Knowledge;Knowledge of organizational training systems.
50227;Knowledge;Knowledge of various types of computer architectures.
50228;Knowledge;Knowledge of taxonomy and semantic ontology theory.
50229;Knowledge;Knowledge of applications that can log errors, exceptions, and application faults and logging.
50230;Knowledge;Knowledge of cloud service models and how those models can limit incident response.
50231;Knowledge;Knowledge of crisis management protocols, processes, and techniques. 
50232;Knowledge;WITHDRAWN: Knowledge of critical protocols (e.g., IPSEC, AES, GRE, IKE).
50233;Knowledge;Knowledge of the National Cybersecurity Workforce Framework, work roles, and associated tasks, knowledge, skills, and abilities.
50234;Knowledge;Knowledge of full spectrum cyber capabilities (e.g., defense, attack, exploitation).
50235;Knowledge;Knowledge of how to leverage research and development centers, think tanks, academic research, and industry systems.
50236;Knowledge;Knowledge of how to utilize Hadoop, Java, Python, SQL, Hive, and Pig to explore data.
50237;Knowledge;Knowledge of industry best practices for service desk.
50238;Knowledge;Knowledge of machine learning theory and principles.
50239;Knowledge;Knowledge of media production, communication, and dissemination techniques and methods, including alternative ways to inform via written, oral, and visual media.
50240;Knowledge;Knowledge of multi-level security systems and cross domain solutions.
50241;Knowledge;Knowledge of organizational human resource policies, processes, and procedures.
50242;Knowledge;Knowledge of organizational security policies.
50243;Knowledge;Knowledge of organizational training and education policies, processes, and procedures.
50244;Knowledge;Knowledge of physical and physiological behaviors that may indicate suspicious or abnormal activity.
50245;Knowledge;Knowledge of principles and processes for conducting training and education needs assessment.
50246;Knowledge;Knowledge of relevant concepts, procedures, software, equipment, and technology applications.
50247;Knowledge;Knowledge of remote access processes, tools, and capabilities related to customer support.
50248;Knowledge;Knowledge of strategic theory and practice.
50249;Knowledge;Knowledge of sustainment technologies, processes and strategies.
50250;Knowledge;Knowledge of Test & Evaluation processes for learners.
50251;Knowledge;Knowledge of the judicial process, including the presentation of facts and evidence.
50252;Knowledge;Knowledge of training and education principles and methods for curriculum design, teaching and instruction for individuals and groups, and the measurement of training and education effects.
50253;Knowledge;WITHDRAWN: Integrated into K0227
50254;Knowledge;Knowledge of binary analysis.
50255;Knowledge;Knowledge of network architecture concepts including topology, protocols, and components.
50256;Knowledge;WITHDRAWN: Integrated into K0224
50257;Knowledge;Knowledge of information technology (IT) acquisition/procurement requirements.
50258;Knowledge;Knowledge of test procedures, principles, and methodologies (e.g., Capabilities and Maturity Model Integration (CMMI)).
50259;Knowledge;Knowledge of malware analysis concepts and methodologies.
50260;Knowledge;Knowledge of Personally Identifiable Information (PII) data security standards.
50261;Knowledge;Knowledge of Payment Card Industry (PCI) data security standards.
50262;Knowledge;Knowledge of Personal Health Information (PHI) data security standards.
50263;Knowledge;Knowledge of information technology (IT) risk management policies, requirements, and procedures.
50264;Knowledge;Knowledge of program protection planning (e.g. information technology (IT) supply chain security/risk management policies, anti-tampering techniques, and requirements).
50265;Knowledge;Knowledge of infrastructure supporting information technology (IT) for safety, performance, and reliability.
50266;Knowledge;Knowledge of how to evaluate the trustworthiness of the supplier and/or product.
50267;Knowledge;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
50268;Knowledge;Knowledge of forensic footprint identification.
50269;Knowledge;Knowledge of mobile communications architecture.
50270;Knowledge;Knowledge of the acquisition/procurement life cycle process.
50271;Knowledge;Knowledge of operating system structures and internals (e.g., process management, directory structure, installed applications).
50272;Knowledge;Knowledge of network analysis tools used to identify software communications vulnerabilities.
50273;Knowledge;WITHDRAWN: Knowledge of general kill chain (e.g., footprinting and scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks).
50274;Knowledge;Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. 
50275;Knowledge;Knowledge of configuration management techniques.
50276;Knowledge;Knowledge of security management.
50277;Knowledge;Knowledge of current and emerging data encryption (e.g., Column and Tablespace Encryption, file and disk encryption) security features in databases (e.g. built-in cryptographic key management features).
50278;Knowledge;Knowledge of current and emerging data remediation security features in databases.
50279;Knowledge;WITHDRAWN: Knowledge of database access application programming interfaces (APIs) (e.g., Java Database Connectivity [JDBC]).
50280;Knowledge;Knowledge of systems engineering theories, concepts, and methods.
50281;Knowledge;Knowledge of information technology (IT) service catalogues.
50282;Knowledge;WITHDRAWN: Integrated into K0200
50283;Knowledge;Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).
50284;Knowledge;Knowledge of developing and applying user credential management system.
50285;Knowledge;Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption.
50286;Knowledge;Knowledge of N-tiered typologies (e.g. including server and client operating systems).
50287;Knowledge;Knowledge of an organization's information classification program and procedures for information compromise.
50288;Knowledge;Knowledge of industry standard security models.
50289;Knowledge;Knowledge of system/server diagnostic tools and fault identification techniques.
50290;Knowledge;Knowledge of systems security testing and evaluation methods.
50291;Knowledge;Knowledge of the enterprise information technology (IT) architectural concepts and patterns (e.g., baseline, validated design, and target architectures.)
50292;Knowledge;Knowledge of the operations and processes for incident, problem, and event management.
50293;Knowledge;Knowledge of integrating the organization’s goals and objectives into the architecture.
50294;Knowledge;Knowledge of IT system operation, maintenance, and security needed to keep equipment functioning properly.
50295;Knowledge;Knowledge of confidentiality, integrity, and availability principles. 
50296;Knowledge;Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.
50297;Knowledge;Knowledge of countermeasure design for identified security risks.
50298;Knowledge;Knowledge of countermeasures for identified security risks.
50299;Knowledge;Knowledge in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.
50300;Knowledge;Knowledge of network mapping and recreating network topologies.
50301;Knowledge;Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump).
50302;Knowledge;Knowledge of the basic operation of computers.
50303;Knowledge;Knowledge of the use of sub-netting tools.
50304;Knowledge;Knowledge of concepts and practices of processing digital forensic data.
50305;Knowledge;Knowledge of data concealment (e.g. encryption algorithms and steganography).
50306;Knowledge;WITHDRAWN: Knowledge of basic physical computer components and architectures
50307;Knowledge;WITHDRAWN: Knowledge of common network tools (e.g., ping, traceroute, nslookup). (See K0111)
50308;Knowledge;Knowledge of cryptology.
50309;Knowledge;Knowledge of emerging technologies that have potential for exploitation.
50310;Knowledge;Knowledge of hacking methodologies.
50311;Knowledge;Knowledge of industry indicators useful for identifying technology trends.
50312;Knowledge;Knowledge of intelligence gathering principles, policies, and procedures including legal authorities and restrictions.
50313;Knowledge;Knowledge of external organizations and academic institutions with cyber focus (e.g., cyber curriculum/training and Research & Development).
50314;Knowledge;Knowledge of industry technologies’ potential cybersecurity vulnerabilities.
50315;Knowledge;Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.
50316;Knowledge;Knowledge of business or military operation plans, concept operation plans, orders, policies, and standing rules of engagement.
50317;Knowledge;Knowledge of procedures used for documenting and querying reported incidents, problems, and events.
50318;Knowledge;Knowledge of operating system command-line tools.
50319;Knowledge;Knowledge of technical delivery capabilities and their limitations.
50320;Knowledge;Knowledge of organization's evaluation and validation criteria.
50321;Knowledge;Knowledge of engineering concepts as applied to computer architecture and associated computer hardware/software.
50322;Knowledge;Knowledge of embedded systems.
50323;Knowledge;Knowledge of system fault tolerance methodologies.
50324;Knowledge;Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.
50325;Knowledge;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
50326;Knowledge;Knowledge of demilitarized zones.
50327;Knowledge;WITHDRAWN: Knowledge of local area network (LAN), wide area network (WAN) and enterprise principles and concepts, including bandwidth management. (See K0050)
50328;Knowledge;WITHDRAWN: Knowledge of mathematics, including logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis.
50329;Knowledge;WITHDRAWN: Knowledge of statistics.
50330;Knowledge;Knowledge of successful capabilities to identify the solutions to less common and more complex system problems.
50331;Knowledge;WITHDRAWN: Knowledge of network protocols (e.g., Transmission Control Protocol (TCP), Internet Protocol (IP), Dynamic Host Configuration Protocol (DHCP)), and directory services (e.g., Domain Name System (DNS)). (See K0332)
50332;Knowledge;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
50333;Knowledge;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
50334;Knowledge;Knowledge of network traffic analysis (tools, methodologies, processes).
50335;Knowledge;Knowledge of current and emerging cyber technologies.
50336;Knowledge;Knowledge of access authentication methods.
50337;Knowledge;WITHDRAWN: Integrated into K0007
50338;Knowledge;Knowledge of data mining techniques.
50339;Knowledge;Knowledge of how to use network analysis tools to identify vulnerabilities.
50340;Knowledge;WITHDRAWN: Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol (TCP), Internet Protocol (IP), Open System Interconnection Model (OSI)).
50341;Knowledge;Knowledge of foreign disclosure policies and import/export control regulations as related to cybersecurity. 
50342;Knowledge;Knowledge of penetration testing principles, tools, and techniques.
50343;Knowledge;Knowledge of root cause analysis techniques.
50344;Knowledge;Knowledge of an organization’s threat environment.
50345;Knowledge;WITHDRAWN: Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored).
50346;Knowledge;Knowledge of principles and methods for integrating system components.
50347;Knowledge;Knowledge and understanding of operational design.
50348;Knowledge;WITHDRAWN: Knowledge of a wide range of basic communications media concepts and terminology (e.g., computer and telephone networks, satellite, cable, wireless).
50349;Knowledge;Knowledge of website types, administration, functions, and content management system (CMS).
50350;Knowledge;Knowledge of accepted organization planning systems.
50351;Knowledge;Knowledge of applicable statutes, laws, regulations and policies governing cyber targeting and exploitation.
50352;Knowledge;Knowledge of forms of intelligence support needs, topics, and focus areas.
50353;Knowledge;Knowledge of possible circumstances that would result in changing collection management authorities.
50354;Knowledge;Knowledge of relevant reporting and dissemination procedures.
50355;Knowledge;Knowledge of all-source reporting and dissemination procedures.
50356;Knowledge;Knowledge of analytic tools and techniques for language, voice and/or graphic material.
50357;Knowledge;Knowledge of analytical constructs and their use in assessing the operational environment
50358;Knowledge;Knowledge of analytical standards and the purpose of intelligence confidence levels.
50359;Knowledge;Knowledge of approved intelligence dissemination processes.
50360;Knowledge;WITHDRAWN: Knowledge of assembly code.
50361;Knowledge;Knowledge of asset availability, capabilities and limitations.
50362;Knowledge;Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.).
50363;Knowledge;Knowledge of auditing and logging procedures (including server-based logging).
50364;Knowledge;Knowledge of available databases and tools necessary to assess appropriate collection tasking.
50365;Knowledge;WITHDRAWN: Knowledge of basic back-up and recovery procedures including different types of backups (e.g., full, incremental).
50366;Knowledge;WITHDRAWN: Knowledge of basic computer components and architectures, including the functions of various peripherals.
50367;Knowledge;Knowledge of penetration testing. 
50368;Knowledge;Knowledge of implants that enable cyber collection and/or preparation activities.
50369;Knowledge;WITHDRAWN: Knowledge of basic malicious activity concepts (e.g., footprinting, scanning and enumeration).
50370;Knowledge;WITHDRAWN: Knowledge of basic physical computer components and architecture, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage). (See K0109)
50371;Knowledge;Knowledge of principles of the collection development processes (e.g., Dialed Number Recognition, Social Network Analysis).
50372;Knowledge;Knowledge of programming concepts (e.g., levels, structures, compiled vs. interpreted languages).
50373;Knowledge;Knowledge of basic software applications (e.g., data storage and backup, database applications) and the types of vulnerabilities that have been found in those applications.
50374;Knowledge;WITHDRAWN: Knowledge of basic structure, architecture, and design of modern digital and telephony networks. (See K0599)
50375;Knowledge;Knowledge of wireless applications vulnerabilities.
50376;Knowledge;Knowledge of internal and external customers and partner organizations, including information needs, objectives, structure, capabilities, etc.
50377;Knowledge;Knowledge of classification and control markings standards, policies and procedures.
50378;Knowledge;WITHDRAWN: Knowledge of classification and control markings standards. (See K0377)
50379;Knowledge;Knowledge of client organizations, including information needs, objectives, structure, capabilities, etc.
50380;Knowledge;Knowledge of collaborative tools and environments.
50381;Knowledge;Knowledge of collateral damage and estimating impact(s).
50382;Knowledge;Knowledge of collection capabilities and limitations.
50383;Knowledge;Knowledge of collection capabilities, accesses, performance specifications, and constraints utilized to satisfy collection plan.
50384;Knowledge;Knowledge of collection management functionality (e.g., positions, functions, responsibilities, products, reporting requirements).
50385;Knowledge;WITHDRAWN: Integrated into K0142
50386;Knowledge;Knowledge of collection management tools.
50387;Knowledge;Knowledge of collection planning process and collection plan.
50388;Knowledge;Knowledge of collection searching/analyzing techniques and tools for chat/buddy list, emerging technologies, VOIP, Media Over IP, VPN, VSAT/wireless, web mail and cookies.
50389;Knowledge;Knowledge of collection sources including conventional and non-conventional sources.
50390;Knowledge;Knowledge of collection strategies.
50391;Knowledge;Knowledge of collection systems, capabilities, and processes. 
50392;Knowledge;Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.).
50393;Knowledge;Knowledge of common networking devices and their configurations.
50394;Knowledge;Knowledge of common reporting databases and tools. 
50395;Knowledge;Knowledge of computer networking fundamentals (i.e., basic computer components of a network, types of networks, etc.).
50396;Knowledge;Knowledge of computer programming concepts, including computer languages, programming, testing, debugging, and file types. 
50397;Knowledge;Knowledge of security concepts in operating systems (e.g., Linux, Unix.)
50398;Knowledge;Knowledge of concepts related to websites (e.g., web servers/pages, hosting, DNS, registration, web languages such as HTML).
50399;Knowledge;Knowledge of crisis action planning and time sensitive planning procedures.
50400;Knowledge;Knowledge of crisis action planning for cyber operations.
50401;Knowledge;Knowledge of criteria for evaluating collection products.
50402;Knowledge;Knowledge of criticality and vulnerability factors (e.g., value, recuperation, cushion, countermeasures) for target selection and applicability to the cyber domain.
50403;Knowledge;Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations.
50404;Knowledge;Knowledge of current collection requirements.
50405;Knowledge;Knowledge of current computer-based intrusion sets.
